var_from,var_to,corr
White blood cell count (1000 cells/uL),Basophils number (1000 cells/uL),0.3031
Phosphorus (mmol/L),Basophils number (1000 cells/uL),0.0414
Mean cell volume (fL),Basophils number (1000 cells/uL),-0.0791
Mean cell hemoglobin (pg),Basophils number (1000 cells/uL),-0.0678
Alkaline phosphatase (IU/L),Basophils number (1000 cells/uL),-0.0199
Platelet count (1000 cells/uL),Basophils number (1000 cells/uL),0.2054
Blood urea nitrogen (mmol/L),Basophils number (1000 cells/uL),0.0612
Uric acid (umol/L),Basophils number (1000 cells/uL),0.001
Creatinine (umol/L),Basophils number (1000 cells/uL),0.0276
Mean platelet volume (fL),Basophils number (1000 cells/uL),0.0734
Eosinophils number (1000 cells/uL),Basophils number (1000 cells/uL),0.0998
"Glucose, refrigerated serum (mmol/L)",Basophils number (1000 cells/uL),0.0209
Lymphocyte number (1000 cells/uL),Basophils number (1000 cells/uL),0.1997
Monocyte percent (%),Basophils number (1000 cells/uL),-0.1177
Potassium (mmol/L),Basophils number (1000 cells/uL),0.0036
Total bilirubin (umol/L),Basophils number (1000 cells/uL),-0.0958
Globulin (g/L),Basophils number (1000 cells/uL),0.0679
Sodium (mmol/L),Basophils number (1000 cells/uL),-0.0442
Aspartate aminotransferase AST (U/L),Basophils number (1000 cells/uL),-0.0262
Total calcium (mmol/L),Basophils number (1000 cells/uL),0.0213
Lymphocyte percent (%),Basophils number (1000 cells/uL),-0.1151
"Triglycerides, refrigerated  (mmol/L)",Basophils number (1000 cells/uL),0.0337
Bicarbonate (mmol/L),Basophils number (1000 cells/uL),-0.0889
Cholesterol (mmol/L),Basophils number (1000 cells/uL),-0.0457
Segmented neutrophils percent (%),Basophils number (1000 cells/uL),0.0836
Red blood cell count (million cells/uL),Basophils number (1000 cells/uL),0.0306
Glycohemoglobin (%),Basophils number (1000 cells/uL),0.0066
Hemoglobin (g/dL),Basophils number (1000 cells/uL),-0.021
Hematocrit (%),Basophils number (1000 cells/uL),-0.0201
"Iron, refrigerated serum  (umol/L)",Basophils number (1000 cells/uL),-0.0545
Alanine aminotransferase ALT (U/L),Basophils number (1000 cells/uL),0.0211
Gamma glutamyl transferase (U/L),Basophils number (1000 cells/uL),0.0719
Eosinophils percent (%),Basophils number (1000 cells/uL),0.0648
Basophils percent (%),Basophils number (1000 cells/uL),0.5929
"Cotinine, Serum (ng/mL)",Basophils number (1000 cells/uL),0.0253
Total protein (g/L),Basophils number (1000 cells/uL),0.0368
"Albumin, urine (mg/L)",Basophils number (1000 cells/uL),0.1118
Monocyte number (1000 cells/uL),Basophils number (1000 cells/uL),0.17
Chloride (mmol/L),Basophils number (1000 cells/uL),0.0485
Lactate dehydrogenase (U/L),Basophils number (1000 cells/uL),0.0336
Osmolality (mmol/Kg),Basophils number (1000 cells/uL),-0.008
Chloride (mmol/L),Eosinophils number (1000 cells/uL),0.0869
Bicarbonate (mmol/L),Eosinophils number (1000 cells/uL),0.0227
Total bilirubin (umol/L),Eosinophils number (1000 cells/uL),-0.0374
Basophils percent (%),Eosinophils number (1000 cells/uL),0.1038
Eosinophils percent (%),Eosinophils number (1000 cells/uL),0.5438
Uric acid (umol/L),Eosinophils number (1000 cells/uL),0.0505
Mean cell hemoglobin (pg),Eosinophils number (1000 cells/uL),-0.0172
Lactate dehydrogenase (U/L),Eosinophils number (1000 cells/uL),0.0173
Phosphorus (mmol/L),Eosinophils number (1000 cells/uL),0.0964
"Albumin, urine (mg/L)",Eosinophils number (1000 cells/uL),-0.0509
Aspartate aminotransferase AST (U/L),Eosinophils number (1000 cells/uL),-0.001
Cholesterol (mmol/L),Eosinophils number (1000 cells/uL),0.0118
Osmolality (mmol/Kg),Eosinophils number (1000 cells/uL),0.0225
Platelet count (1000 cells/uL),Eosinophils number (1000 cells/uL),-0.0176
"Triglycerides, refrigerated  (mmol/L)",Eosinophils number (1000 cells/uL),0.1282
Segmented neutrophils num (1000 cell/uL),Eosinophils number (1000 cells/uL),0.012
Total protein (g/L),Eosinophils number (1000 cells/uL),-0.0725
Albumin (g/L),Eosinophils number (1000 cells/uL),-0.0427
Mean cell volume (fL),Eosinophils number (1000 cells/uL),-0.0026
Gamma glutamyl transferase (U/L),Eosinophils number (1000 cells/uL),0.0248
Total calcium (mmol/L),Eosinophils number (1000 cells/uL),-0.0132
Monocyte number (1000 cells/uL),Eosinophils number (1000 cells/uL),0.0877
Hemoglobin (g/dL),Eosinophils number (1000 cells/uL),0.0347
Monocyte percent (%),Eosinophils number (1000 cells/uL),7e-04
Red blood cell count (million cells/uL),Eosinophils number (1000 cells/uL),0.0514
Creatinine (umol/L),Eosinophils number (1000 cells/uL),-0.0351
Glycohemoglobin (%),Eosinophils number (1000 cells/uL),0.0253
Segmented neutrophils percent (%),Eosinophils number (1000 cells/uL),-0.1034
"Iron, refrigerated serum  (umol/L)",Eosinophils number (1000 cells/uL),0.0269
Hematocrit (%),Eosinophils number (1000 cells/uL),0.0512
"Glucose, refrigerated serum (mmol/L)",Eosinophils number (1000 cells/uL),-0.1107
"Cotinine, Serum (ng/mL)",Eosinophils number (1000 cells/uL),0.0543
Lymphocyte percent (%),Eosinophils number (1000 cells/uL),0.0822
Alkaline phosphatase (IU/L),Eosinophils number (1000 cells/uL),0.0663
Alanine aminotransferase ALT (U/L),Eosinophils number (1000 cells/uL),0.0564
White blood cell count (1000 cells/uL),Eosinophils number (1000 cells/uL),0.0878
Red cell distribution width (%),Eosinophils number (1000 cells/uL),-0.0086
Mean platelet volume (fL),Eosinophils number (1000 cells/uL),0.0053
Blood urea nitrogen (mmol/L),Eosinophils number (1000 cells/uL),-0.0421
Lymphocyte number (1000 cells/uL),Eosinophils number (1000 cells/uL),0.1765
Globulin (g/L),Eosinophils number (1000 cells/uL),-0.0439
Sodium (mmol/L),Eosinophils number (1000 cells/uL),0.0898
Potassium (mmol/L),Eosinophils number (1000 cells/uL),0.081
Cholesterol (mmol/L),Lymphocyte number (1000 cells/uL),0.1414
Glycohemoglobin (%),Lymphocyte number (1000 cells/uL),0.0602
Mean platelet volume (fL),Lymphocyte number (1000 cells/uL),-0.039
Chloride (mmol/L),Lymphocyte number (1000 cells/uL),0.0754
Hemoglobin (g/dL),Lymphocyte number (1000 cells/uL),-0.0034
"Cotinine, Serum (ng/mL)",Lymphocyte number (1000 cells/uL),-0.0098
Segmented neutrophils num (1000 cell/uL),Lymphocyte number (1000 cells/uL),0.2013
Phosphorus (mmol/L),Lymphocyte number (1000 cells/uL),0.1917
Potassium (mmol/L),Lymphocyte number (1000 cells/uL),-0.1147
Eosinophils percent (%),Lymphocyte number (1000 cells/uL),-0.0365
Alkaline phosphatase (IU/L),Lymphocyte number (1000 cells/uL),0.0671
Osmolality (mmol/Kg),Lymphocyte number (1000 cells/uL),0.0372
Aspartate aminotransferase AST (U/L),Lymphocyte number (1000 cells/uL),0.0522
"Albumin, urine (mg/L)",Lymphocyte number (1000 cells/uL),0.043
Segmented neutrophils percent (%),Lymphocyte number (1000 cells/uL),-0.2972
Mean cell hemoglobin (pg),Lymphocyte number (1000 cells/uL),-0.0467
Total bilirubin (umol/L),Lymphocyte number (1000 cells/uL),-0.149
Mean cell volume (fL),Lymphocyte number (1000 cells/uL),-0.0936
Platelet count (1000 cells/uL),Lymphocyte number (1000 cells/uL),0.2977
Creatinine (umol/L),Lymphocyte number (1000 cells/uL),-0.0981
Total calcium (mmol/L),Lymphocyte number (1000 cells/uL),0.0646
Bicarbonate (mmol/L),Lymphocyte number (1000 cells/uL),-0.111
Red cell distribution width (%),Lymphocyte number (1000 cells/uL),0.0197
Total protein (g/L),Lymphocyte number (1000 cells/uL),0.0185
"Triglycerides, refrigerated  (mmol/L)",Lymphocyte number (1000 cells/uL),0.2341
Hematocrit (%),Lymphocyte number (1000 cells/uL),-0.0271
"Glucose, refrigerated serum (mmol/L)",Lymphocyte number (1000 cells/uL),0.0448
Red blood cell count (million cells/uL),Lymphocyte number (1000 cells/uL),0.0338
Gamma glutamyl transferase (U/L),Lymphocyte number (1000 cells/uL),0.0727
Albumin (g/L),Lymphocyte number (1000 cells/uL),-0.0211
White blood cell count (1000 cells/uL),Lymphocyte number (1000 cells/uL),0.5029
"Iron, refrigerated serum  (umol/L)",Lymphocyte number (1000 cells/uL),-0.0153
Alanine aminotransferase ALT (U/L),Lymphocyte number (1000 cells/uL),0.1273
Lactate dehydrogenase (U/L),Lymphocyte number (1000 cells/uL),0.0684
Sodium (mmol/L),Lymphocyte number (1000 cells/uL),0.0317
Monocyte percent (%),Lymphocyte number (1000 cells/uL),-0.2141
Monocyte number (1000 cells/uL),Lymphocyte number (1000 cells/uL),0.2978
Blood urea nitrogen (mmol/L),Lymphocyte number (1000 cells/uL),0.0173
Uric acid (umol/L),Lymphocyte number (1000 cells/uL),0.029
Globulin (g/L),Lymphocyte number (1000 cells/uL),0.0463
Basophils percent (%),Lymphocyte number (1000 cells/uL),-0.0601
Lymphocyte percent (%),Lymphocyte number (1000 cells/uL),0.453
Lymphocyte percent (%),Monocyte number (1000 cells/uL),-0.3315
Hematocrit (%),Monocyte number (1000 cells/uL),0.0948
Bicarbonate (mmol/L),Monocyte number (1000 cells/uL),0.0457
Albumin (g/L),Monocyte number (1000 cells/uL),-0.0521
Blood urea nitrogen (mmol/L),Monocyte number (1000 cells/uL),0.0362
Monocyte percent (%),Monocyte number (1000 cells/uL),0.4511
Platelet count (1000 cells/uL),Monocyte number (1000 cells/uL),0.2077
Segmented neutrophils num (1000 cell/uL),Monocyte number (1000 cells/uL),0.4976
Total protein (g/L),Monocyte number (1000 cells/uL),0.0109
Total bilirubin (umol/L),Monocyte number (1000 cells/uL),-0.0165
Eosinophils percent (%),Monocyte number (1000 cells/uL),-0.1044
Osmolality (mmol/Kg),Monocyte number (1000 cells/uL),0.0057
Alkaline phosphatase (IU/L),Monocyte number (1000 cells/uL),-0.047
"Iron, refrigerated serum  (umol/L)",Monocyte number (1000 cells/uL),-0.1869
"Triglycerides, refrigerated  (mmol/L)",Monocyte number (1000 cells/uL),0.2282
"Glucose, refrigerated serum (mmol/L)",Monocyte number (1000 cells/uL),0.0153
Mean platelet volume (fL),Monocyte number (1000 cells/uL),0.0014
Aspartate aminotransferase AST (U/L),Monocyte number (1000 cells/uL),0.1019
Mean cell volume (fL),Monocyte number (1000 cells/uL),-0.0674
Cholesterol (mmol/L),Monocyte number (1000 cells/uL),-0.0279
Lactate dehydrogenase (U/L),Monocyte number (1000 cells/uL),0.1073
Red cell distribution width (%),Monocyte number (1000 cells/uL),0.056
Red blood cell count (million cells/uL),Monocyte number (1000 cells/uL),0.1353
Uric acid (umol/L),Monocyte number (1000 cells/uL),0.0889
Creatinine (umol/L),Monocyte number (1000 cells/uL),0.0312
Hemoglobin (g/dL),Monocyte number (1000 cells/uL),0.0838
Mean cell hemoglobin (pg),Monocyte number (1000 cells/uL),-0.0557
White blood cell count (1000 cells/uL),Monocyte number (1000 cells/uL),0.6033
Globulin (g/L),Monocyte number (1000 cells/uL),0.0636
Gamma glutamyl transferase (U/L),Monocyte number (1000 cells/uL),0.1814
Segmented neutrophils percent (%),Monocyte number (1000 cells/uL),0.2165
Potassium (mmol/L),Monocyte number (1000 cells/uL),-0.0974
Chloride (mmol/L),Monocyte number (1000 cells/uL),-0.0062
Alanine aminotransferase ALT (U/L),Monocyte number (1000 cells/uL),0.2376
"Albumin, urine (mg/L)",Monocyte number (1000 cells/uL),0.004
Glycohemoglobin (%),Monocyte number (1000 cells/uL),0.0322
Phosphorus (mmol/L),Monocyte number (1000 cells/uL),-0.0364
Total calcium (mmol/L),Monocyte number (1000 cells/uL),-0.101
Basophils percent (%),Monocyte number (1000 cells/uL),-0.1371
Sodium (mmol/L),Monocyte number (1000 cells/uL),-0.0037
"Cotinine, Serum (ng/mL)",Monocyte number (1000 cells/uL),0.1357
Basophils percent (%),Segmented neutrophils num (1000 cell/uL),-0.2902
Chloride (mmol/L),Segmented neutrophils num (1000 cell/uL),0.0499
Phosphorus (mmol/L),Segmented neutrophils num (1000 cell/uL),-0.1394
Hematocrit (%),Segmented neutrophils num (1000 cell/uL),0.0018
Gamma glutamyl transferase (U/L),Segmented neutrophils num (1000 cell/uL),0.0789
Segmented neutrophils percent (%),Segmented neutrophils num (1000 cell/uL),0.8442
Total protein (g/L),Segmented neutrophils num (1000 cell/uL),0.0914
Total calcium (mmol/L),Segmented neutrophils num (1000 cell/uL),-0.0342
Creatinine (umol/L),Segmented neutrophils num (1000 cell/uL),0.058
Aspartate aminotransferase AST (U/L),Segmented neutrophils num (1000 cell/uL),-0.075
Osmolality (mmol/Kg),Segmented neutrophils num (1000 cell/uL),0.005
Alanine aminotransferase ALT (U/L),Segmented neutrophils num (1000 cell/uL),0.0805
Hemoglobin (g/dL),Segmented neutrophils num (1000 cell/uL),0.0057
Alkaline phosphatase (IU/L),Segmented neutrophils num (1000 cell/uL),-0.2345
Mean cell hemoglobin (pg),Segmented neutrophils num (1000 cell/uL),-0.025
Blood urea nitrogen (mmol/L),Segmented neutrophils num (1000 cell/uL),0.0631
Red blood cell count (million cells/uL),Segmented neutrophils num (1000 cell/uL),0.0245
Lymphocyte percent (%),Segmented neutrophils num (1000 cell/uL),-0.7649
Mean platelet volume (fL),Segmented neutrophils num (1000 cell/uL),0.0299
Platelet count (1000 cells/uL),Segmented neutrophils num (1000 cell/uL),0.2435
Potassium (mmol/L),Segmented neutrophils num (1000 cell/uL),-0.2136
Red cell distribution width (%),Segmented neutrophils num (1000 cell/uL),0.0467
Eosinophils percent (%),Segmented neutrophils num (1000 cell/uL),-0.3591
Bicarbonate (mmol/L),Segmented neutrophils num (1000 cell/uL),-0.085
Albumin (g/L),Segmented neutrophils num (1000 cell/uL),-0.0154
"Glucose, refrigerated serum (mmol/L)",Segmented neutrophils num (1000 cell/uL),0.0537
"Iron, refrigerated serum  (umol/L)",Segmented neutrophils num (1000 cell/uL),-0.1899
Monocyte percent (%),Segmented neutrophils num (1000 cell/uL),-0.466
Lactate dehydrogenase (U/L),Segmented neutrophils num (1000 cell/uL),-0.0192
Total bilirubin (umol/L),Segmented neutrophils num (1000 cell/uL),-0.0758
Uric acid (umol/L),Segmented neutrophils num (1000 cell/uL),0.1037
White blood cell count (1000 cells/uL),Segmented neutrophils num (1000 cell/uL),0.9322
Mean cell volume (fL),Segmented neutrophils num (1000 cell/uL),-0.0356
Glycohemoglobin (%),Segmented neutrophils num (1000 cell/uL),-0.0016
"Triglycerides, refrigerated  (mmol/L)",Segmented neutrophils num (1000 cell/uL),0.2075
Globulin (g/L),Segmented neutrophils num (1000 cell/uL),0.117
"Albumin, urine (mg/L)",Segmented neutrophils num (1000 cell/uL),0.0079
"Cotinine, Serum (ng/mL)",Segmented neutrophils num (1000 cell/uL),0.0257
Cholesterol (mmol/L),Segmented neutrophils num (1000 cell/uL),-0.0171
Sodium (mmol/L),Segmented neutrophils num (1000 cell/uL),-0.0244
Alkaline phosphatase (IU/L),Albumin (g/L),0.0011
Uric acid (umol/L),Albumin (g/L),0.1531
Hematocrit (%),Albumin (g/L),0.4014
Total protein (g/L),Albumin (g/L),0.4142
Mean platelet volume (fL),Albumin (g/L),0.0175
Phosphorus (mmol/L),Albumin (g/L),-0.0237
Aspartate aminotransferase AST (U/L),Albumin (g/L),0.0082
Alanine aminotransferase ALT (U/L),Albumin (g/L),9e-04
Gamma glutamyl transferase (U/L),Albumin (g/L),0.0564
Total calcium (mmol/L),Albumin (g/L),0.5081
Blood urea nitrogen (mmol/L),Albumin (g/L),0.1259
Glycohemoglobin (%),Albumin (g/L),-0.1006
Eosinophils percent (%),Albumin (g/L),-0.0689
Bicarbonate (mmol/L),Albumin (g/L),0.1756
Chloride (mmol/L),Albumin (g/L),-0.3226
"Triglycerides, refrigerated  (mmol/L)",Albumin (g/L),0.0145
Mean cell hemoglobin (pg),Albumin (g/L),0.1363
Red blood cell count (million cells/uL),Albumin (g/L),0.3353
Potassium (mmol/L),Albumin (g/L),-0.032
Segmented neutrophils percent (%),Albumin (g/L),0.0188
Red cell distribution width (%),Albumin (g/L),-0.1498
Sodium (mmol/L),Albumin (g/L),0.0728
Hemoglobin (g/dL),Albumin (g/L),0.4055
Basophils percent (%),Albumin (g/L),0.0053
"Glucose, refrigerated serum (mmol/L)",Albumin (g/L),-0.0446
"Albumin, urine (mg/L)",Albumin (g/L),-0.0245
Platelet count (1000 cells/uL),Albumin (g/L),-0.0812
Total bilirubin (umol/L),Albumin (g/L),0.2574
Globulin (g/L),Albumin (g/L),-0.2655
Mean cell volume (fL),Albumin (g/L),0.082
Lymphocyte percent (%),Albumin (g/L),0.0162
Creatinine (umol/L),Albumin (g/L),0.1578
"Iron, refrigerated serum  (umol/L)",Albumin (g/L),0.2717
Lactate dehydrogenase (U/L),Albumin (g/L),-0.1091
Cholesterol (mmol/L),Albumin (g/L),0.0205
Osmolality (mmol/Kg),Albumin (g/L),0.0875
White blood cell count (1000 cells/uL),Albumin (g/L),-0.0354
"Cotinine, Serum (ng/mL)",Albumin (g/L),-0.0624
Monocyte percent (%),Albumin (g/L),-0.0159
Hemoglobin (g/dL),Blood urea nitrogen (mmol/L),0.1167
Total calcium (mmol/L),Blood urea nitrogen (mmol/L),-9e-04
Gamma glutamyl transferase (U/L),Blood urea nitrogen (mmol/L),-0.0473
Creatinine (umol/L),Blood urea nitrogen (mmol/L),0.2392
Mean platelet volume (fL),Blood urea nitrogen (mmol/L),-0.0534
Alkaline phosphatase (IU/L),Blood urea nitrogen (mmol/L),0.0597
Bicarbonate (mmol/L),Blood urea nitrogen (mmol/L),0.002
Lactate dehydrogenase (U/L),Blood urea nitrogen (mmol/L),0.009
Potassium (mmol/L),Blood urea nitrogen (mmol/L),0.0729
Segmented neutrophils percent (%),Blood urea nitrogen (mmol/L),0.0511
"Triglycerides, refrigerated  (mmol/L)",Blood urea nitrogen (mmol/L),-0.0238
Alanine aminotransferase ALT (U/L),Blood urea nitrogen (mmol/L),0.0792
Hematocrit (%),Blood urea nitrogen (mmol/L),0.1175
Basophils percent (%),Blood urea nitrogen (mmol/L),0.0458
Mean cell volume (fL),Blood urea nitrogen (mmol/L),-0.0251
Aspartate aminotransferase AST (U/L),Blood urea nitrogen (mmol/L),0.0845
"Glucose, refrigerated serum (mmol/L)",Blood urea nitrogen (mmol/L),0.0955
White blood cell count (1000 cells/uL),Blood urea nitrogen (mmol/L),0.0616
Sodium (mmol/L),Blood urea nitrogen (mmol/L),-0.039
Total protein (g/L),Blood urea nitrogen (mmol/L),-0.022
"Cotinine, Serum (ng/mL)",Blood urea nitrogen (mmol/L),-0.0954
Cholesterol (mmol/L),Blood urea nitrogen (mmol/L),0.0194
Total bilirubin (umol/L),Blood urea nitrogen (mmol/L),0.0467
"Albumin, urine (mg/L)",Blood urea nitrogen (mmol/L),0.023
Lymphocyte percent (%),Blood urea nitrogen (mmol/L),-0.0472
Phosphorus (mmol/L),Blood urea nitrogen (mmol/L),0.1492
"Iron, refrigerated serum  (umol/L)",Blood urea nitrogen (mmol/L),0.051
Platelet count (1000 cells/uL),Blood urea nitrogen (mmol/L),-0.0468
Globulin (g/L),Blood urea nitrogen (mmol/L),-0.1192
Eosinophils percent (%),Blood urea nitrogen (mmol/L),3e-04
Chloride (mmol/L),Blood urea nitrogen (mmol/L),-0.0519
Mean cell hemoglobin (pg),Blood urea nitrogen (mmol/L),-3e-04
Monocyte percent (%),Blood urea nitrogen (mmol/L),-0.0326
Osmolality (mmol/Kg),Blood urea nitrogen (mmol/L),0.3213
Uric acid (umol/L),Blood urea nitrogen (mmol/L),0.1081
Red blood cell count (million cells/uL),Blood urea nitrogen (mmol/L),0.1302
Glycohemoglobin (%),Blood urea nitrogen (mmol/L),0.0404
Red cell distribution width (%),Blood urea nitrogen (mmol/L),-0.0703
Platelet count (1000 cells/uL),Total calcium (mmol/L),0.0685
Total protein (g/L),Total calcium (mmol/L),0.3932
"Cotinine, Serum (ng/mL)",Total calcium (mmol/L),-0.0401
Phosphorus (mmol/L),Total calcium (mmol/L),0.0558
Mean cell volume (fL),Total calcium (mmol/L),0.0266
Alkaline phosphatase (IU/L),Total calcium (mmol/L),0.1365
Monocyte percent (%),Total calcium (mmol/L),-0.0906
Segmented neutrophils percent (%),Total calcium (mmol/L),-0.0486
Osmolality (mmol/Kg),Total calcium (mmol/L),0.143
Eosinophils percent (%),Total calcium (mmol/L),-6e-04
Hemoglobin (g/dL),Total calcium (mmol/L),0.2639
"Iron, refrigerated serum  (umol/L)",Total calcium (mmol/L),0.2406
Mean cell hemoglobin (pg),Total calcium (mmol/L),0.0784
Lymphocyte percent (%),Total calcium (mmol/L),0.0815
Cholesterol (mmol/L),Total calcium (mmol/L),0.1498
Aspartate aminotransferase AST (U/L),Total calcium (mmol/L),0.0957
Mean platelet volume (fL),Total calcium (mmol/L),0.0016
White blood cell count (1000 cells/uL),Total calcium (mmol/L),-0.0204
Bicarbonate (mmol/L),Total calcium (mmol/L),0.2452
Total bilirubin (umol/L),Total calcium (mmol/L),0.0924
Hematocrit (%),Total calcium (mmol/L),0.2525
Potassium (mmol/L),Total calcium (mmol/L),0.1439
"Triglycerides, refrigerated  (mmol/L)",Total calcium (mmol/L),0.1063
Glycohemoglobin (%),Total calcium (mmol/L),0.0184
Basophils percent (%),Total calcium (mmol/L),0.0986
Gamma glutamyl transferase (U/L),Total calcium (mmol/L),0.1447
Red cell distribution width (%),Total calcium (mmol/L),-0.0869
Uric acid (umol/L),Total calcium (mmol/L),0.0973
Red blood cell count (million cells/uL),Total calcium (mmol/L),0.2276
Sodium (mmol/L),Total calcium (mmol/L),0.157
"Glucose, refrigerated serum (mmol/L)",Total calcium (mmol/L),0.0114
Creatinine (umol/L),Total calcium (mmol/L),0.0494
Chloride (mmol/L),Total calcium (mmol/L),-0.3547
"Albumin, urine (mg/L)",Total calcium (mmol/L),-0.0144
Globulin (g/L),Total calcium (mmol/L),0.0493
Alanine aminotransferase ALT (U/L),Total calcium (mmol/L),0.0702
Lactate dehydrogenase (U/L),Total calcium (mmol/L),0.0198
Osmolality (mmol/Kg),Cholesterol (mmol/L),-0.068
Red cell distribution width (%),Cholesterol (mmol/L),0.0608
Bicarbonate (mmol/L),Cholesterol (mmol/L),0.0056
Aspartate aminotransferase AST (U/L),Cholesterol (mmol/L),0.1118
Monocyte percent (%),Cholesterol (mmol/L),-0.0522
Sodium (mmol/L),Cholesterol (mmol/L),-0.0856
Hematocrit (%),Cholesterol (mmol/L),-0.0517
Mean cell hemoglobin (pg),Cholesterol (mmol/L),-0.042
Total bilirubin (umol/L),Cholesterol (mmol/L),-0.0068
"Cotinine, Serum (ng/mL)",Cholesterol (mmol/L),0.0037
Lymphocyte percent (%),Cholesterol (mmol/L),0.1288
Lactate dehydrogenase (U/L),Cholesterol (mmol/L),0.0695
Gamma glutamyl transferase (U/L),Cholesterol (mmol/L),0.1376
White blood cell count (1000 cells/uL),Cholesterol (mmol/L),0.0116
Platelet count (1000 cells/uL),Cholesterol (mmol/L),0.1433
Uric acid (umol/L),Cholesterol (mmol/L),0.0032
Hemoglobin (g/dL),Cholesterol (mmol/L),-0.0576
Globulin (g/L),Cholesterol (mmol/L),0.0632
Alkaline phosphatase (IU/L),Cholesterol (mmol/L),-0.0292
Mean cell volume (fL),Cholesterol (mmol/L),-0.0307
Total protein (g/L),Cholesterol (mmol/L),0.0576
Segmented neutrophils percent (%),Cholesterol (mmol/L),-0.0566
Alanine aminotransferase ALT (U/L),Cholesterol (mmol/L),0.1055
Eosinophils percent (%),Cholesterol (mmol/L),-0.0179
"Iron, refrigerated serum  (umol/L)",Cholesterol (mmol/L),0.0841
"Glucose, refrigerated serum (mmol/L)",Cholesterol (mmol/L),0.02
Mean platelet volume (fL),Cholesterol (mmol/L),0.0307
"Albumin, urine (mg/L)",Cholesterol (mmol/L),-0.0805
Creatinine (umol/L),Cholesterol (mmol/L),-0.1041
Chloride (mmol/L),Cholesterol (mmol/L),-0.1567
"Triglycerides, refrigerated  (mmol/L)",Cholesterol (mmol/L),0.3429
Glycohemoglobin (%),Cholesterol (mmol/L),0.0375
Phosphorus (mmol/L),Cholesterol (mmol/L),0.0546
Basophils percent (%),Cholesterol (mmol/L),0.0062
Potassium (mmol/L),Cholesterol (mmol/L),-0.0211
Red blood cell count (million cells/uL),Cholesterol (mmol/L),-0.0307
Phosphorus (mmol/L),Creatinine (umol/L),-0.3744
Potassium (mmol/L),Creatinine (umol/L),-0.0179
"Triglycerides, refrigerated  (mmol/L)",Creatinine (umol/L),0.0485
Osmolality (mmol/Kg),Creatinine (umol/L),0.202
Gamma glutamyl transferase (U/L),Creatinine (umol/L),0.186
Total protein (g/L),Creatinine (umol/L),0.0994
Red blood cell count (million cells/uL),Creatinine (umol/L),0.2459
White blood cell count (1000 cells/uL),Creatinine (umol/L),0.0323
Hematocrit (%),Creatinine (umol/L),0.3955
Monocyte percent (%),Creatinine (umol/L),0.0082
Mean cell hemoglobin (pg),Creatinine (umol/L),0.1967
Mean cell volume (fL),Creatinine (umol/L),0.2134
Alanine aminotransferase ALT (U/L),Creatinine (umol/L),0.1268
Glycohemoglobin (%),Creatinine (umol/L),-0.1199
"Albumin, urine (mg/L)",Creatinine (umol/L),-0.0352
Hemoglobin (g/dL),Creatinine (umol/L),0.3676
Alkaline phosphatase (IU/L),Creatinine (umol/L),-0.3153
Uric acid (umol/L),Creatinine (umol/L),0.4462
Lymphocyte percent (%),Creatinine (umol/L),-0.1267
Eosinophils percent (%),Creatinine (umol/L),0.0227
"Iron, refrigerated serum  (umol/L)",Creatinine (umol/L),0.1561
Aspartate aminotransferase AST (U/L),Creatinine (umol/L),0.041
Segmented neutrophils percent (%),Creatinine (umol/L),0.0843
"Glucose, refrigerated serum (mmol/L)",Creatinine (umol/L),-0.0366
Globulin (g/L),Creatinine (umol/L),-0.0093
Basophils percent (%),Creatinine (umol/L),0.0312
Chloride (mmol/L),Creatinine (umol/L),-0.1202
Sodium (mmol/L),Creatinine (umol/L),0.1236
"Cotinine, Serum (ng/mL)",Creatinine (umol/L),0.0927
Bicarbonate (mmol/L),Creatinine (umol/L),0.174
Lactate dehydrogenase (U/L),Creatinine (umol/L),-0.2154
Red cell distribution width (%),Creatinine (umol/L),-0.1295
Total bilirubin (umol/L),Creatinine (umol/L),0.1215
Platelet count (1000 cells/uL),Creatinine (umol/L),-0.1259
Mean platelet volume (fL),Creatinine (umol/L),0.0071
Hematocrit (%),Globulin (g/L),-0.0763
White blood cell count (1000 cells/uL),Globulin (g/L),0.1253
"Iron, refrigerated serum  (umol/L)",Globulin (g/L),-0.12
Uric acid (umol/L),Globulin (g/L),-0.0472
Platelet count (1000 cells/uL),Globulin (g/L),0.2547
Glycohemoglobin (%),Globulin (g/L),0.0884
Monocyte percent (%),Globulin (g/L),-0.0548
Alanine aminotransferase ALT (U/L),Globulin (g/L),0.0495
Phosphorus (mmol/L),Globulin (g/L),-0.1301
Basophils percent (%),Globulin (g/L),-0.0213
Aspartate aminotransferase AST (U/L),Globulin (g/L),-0.0084
Red blood cell count (million cells/uL),Globulin (g/L),-0.0172
Total bilirubin (umol/L),Globulin (g/L),-0.1051
Chloride (mmol/L),Globulin (g/L),-0.1779
Gamma glutamyl transferase (U/L),Globulin (g/L),0.1614
Bicarbonate (mmol/L),Globulin (g/L),-0.0136
Hemoglobin (g/dL),Globulin (g/L),-0.1157
Lactate dehydrogenase (U/L),Globulin (g/L),-0.0239
Mean platelet volume (fL),Globulin (g/L),-0.0569
Mean cell volume (fL),Globulin (g/L),-0.0869
"Triglycerides, refrigerated  (mmol/L)",Globulin (g/L),0.0656
"Cotinine, Serum (ng/mL)",Globulin (g/L),-0.018
Sodium (mmol/L),Globulin (g/L),-0.1728
