var_from,var_to,corr
Aspartate aminotransferase AST (U/L),Total sugars (gm),0.0293
Blood urea nitrogen (mmol/L),Total sugars (gm),0.0012
Alkaline phosphotase (U/L),Total sugars (gm),0.0186
Hemoglobin (g/dL),Total sugars (gm),0.1441
Total fat (gm),Total sugars (gm),0.4565
Platelet count SI (1000 cells/uL),Total sugars (gm),-0.0531
Vitamin K (mcg),Total sugars (gm),0.3856
Potassium (mmol/L),Total sugars (gm),0.0669
Vitamin B12 (mcg),Total sugars (gm),0.3469
Monocyte number,Total sugars (gm),0.0546
Alanine aminotransferase ALT (U/L),Total sugars (gm),0.025
Total calcium (mmol/L),Total sugars (gm),0.1247
"Albumin, urine (mg/L) SI",Total sugars (gm),-0.013
Lactate dehydrogenase LDH (U/L),Total sugars (gm),-0.0446
Mean cell volume (fL),Total sugars (gm),0.0671
"Bilirubin, total (umol/L)",Total sugars (gm),0.0611
Chloride (mmol/L),Total sugars (gm),-0.0989
"Vitamin A, RAE (mcg)",Total sugars (gm),0.3625
Lymphocyte number,Total sugars (gm),-0.0073
Segmented neutrophils number,Total sugars (gm),0.0447
Mean cell hemoglobin (pg),Total sugars (gm),0.0405
White blood cell count (1000 cells/uL),Total sugars (gm),0.0362
Vitamin B6 (mg),Total sugars (gm),0.4913
Mean platelet volume (fL),Total sugars (gm),0.0272
Riboflavin (Vitamin B2) (mg),Total sugars (gm),0.5646
Red cell distribution width (%),Total sugars (gm),-0.0063
Lymphocyte percent (%),Total sugars (gm),-0.0462
Albumin (g/L),Total sugars (gm),0.1193
Eosinophils number,Total sugars (gm),-0.0053
Zinc (mg),Total sugars (gm),0.5342
Segmented neutrophils percent (%),Total sugars (gm),0.0472
Sodium (mmol/L),Total sugars (gm),0.0281
Gamma glutamyl transferase (U/L),Total sugars (gm),0.0568
Triglycerides (mmol/L),Total sugars (gm),0.0204
Hematocrit (%),Total sugars (gm),0.1559
Globulin (g/L),Total sugars (gm),-0.0463
"Glucose, serum (mmol/L)",Total sugars (gm),0.0638
Phosphorus (mmol/L),Total fat (gm),0.0019
Globulin (g/L),Total fat (gm),-0.0617
Alkaline phosphotase (U/L),Total fat (gm),0.0145
Monocyte number,Total fat (gm),0.0295
Total protein (g/L),Total fat (gm),-0.034
Vitamin B6 (mg),Total fat (gm),0.429
Monocyte percent (%),Total fat (gm),0.0578
Cholesterol (mmol/L),Total fat (gm),-0.0757
Platelet count SI (1000 cells/uL),Total fat (gm),-0.0748
Lymphocyte percent (%),Total fat (gm),-0.0102
Vitamin B12 (mcg),Total fat (gm),0.4186
Vitamin C (mg),Total fat (gm),0.38
Chloride (mmol/L),Total fat (gm),-0.0017
Red cell distribution width (%),Total fat (gm),-0.0494
Riboflavin (Vitamin B2) (mg),Total fat (gm),0.503
Uric acid (umol/L),Total fat (gm),0.0048
"Iron, refigerated (umol/L)",Total fat (gm),-0.0112
Glycohemoglobin (%),Total fat (gm),-0.052
Mean cell volume (fL),Total fat (gm),0.0443
Blood urea nitrogen (mmol/L),Total fat (gm),0.0993
Mean platelet volume (fL),Total fat (gm),0.0118
Hemoglobin (g/dL),Total fat (gm),0.0547
"Glucose, serum (mmol/L)",Total fat (gm),-0.0316
Lymphocyte number,Total fat (gm),-0.0353
Bicarbonate (mmol/L),Total fat (gm),0.0035
Zinc (mg),Total fat (gm),0.5853
Osmolality (mmol/Kg),Total fat (gm),0.0484
"Albumin, urine (mg/L) SI",Total fat (gm),-0.0354
Total calcium (mmol/L),Total fat (gm),0.0381
Hematocrit (%),Total fat (gm),0.0541
Segmented neutrophils percent (%),Total fat (gm),0.0015
Thiamin (Vitamin B1) (mg),Total fat (gm),0.5006
Basophils percent (%),Total fat (gm),-0.0165
Lactate dehydrogenase LDH (U/L),Total fat (gm),-0.0112
Potassium (mmol/L),Total fat (gm),0.0625
"Vitamin A, RAE (mcg)",Total fat (gm),0.6505
"Bilirubin, total (umol/L)",Total fat (gm),0.0197
Theobromine (mg),Total fat (gm),0.1083
Basophils number,Total fat (gm),0.0154
Aspartate aminotransferase AST (U/L),Total fat (gm),0.0464
Albumin (g/L),Total fat (gm),0.0318
White blood cell count (1000 cells/uL),Total fat (gm),-0.0252
Eosinophils percent (%),Total fat (gm),0.0449
Segmented neutrophils number,Total fat (gm),-0.0176
Gamma glutamyl transferase (U/L),Total fat (gm),-0.0246
Alanine aminotransferase ALT (U/L),Total fat (gm),0.0099
Red blood cell count (million cells/uL),Total fat (gm),0.0296
Creatinine (umol/L),Total fat (gm),0.0542
Mean cell hemoglobin (pg),Total fat (gm),0.0381
Sodium (mmol/L),Total fat (gm),0.0223
Cotinine (ng/mL),Total fat (gm),-0.0848
Eosinophils number,Total fat (gm),0.0078
Triglycerides (mmol/L),Total fat (gm),-0.1028
Vitamin K (mcg),Total fat (gm),0.784
"Albumin, urine (mg/L) SI",Theobromine (mg),0.0025
Hematocrit (%),Theobromine (mg),0.012
Alkaline phosphotase (U/L),Theobromine (mg),-0.0435
Monocyte number,Theobromine (mg),-0.0546
Basophils number,Theobromine (mg),0.0414
Basophils percent (%),Theobromine (mg),5e-04
Total calcium (mmol/L),Theobromine (mg),-0.0387
Globulin (g/L),Theobromine (mg),-0.0207
Zinc (mg),Theobromine (mg),0.1235
Creatinine (umol/L),Theobromine (mg),0.0156
Osmolality (mmol/Kg),Theobromine (mg),0.0085
Glycohemoglobin (%),Theobromine (mg),0.0275
Potassium (mmol/L),Theobromine (mg),0.0465
Segmented neutrophils number,Theobromine (mg),-0.0722
Mean platelet volume (fL),Theobromine (mg),-0.0391
Blood urea nitrogen (mmol/L),Theobromine (mg),-0.0114
Gamma glutamyl transferase (U/L),Theobromine (mg),-0.0228
Eosinophils percent (%),Theobromine (mg),-0.0314
Thiamin (Vitamin B1) (mg),Theobromine (mg),0.0795
Bicarbonate (mmol/L),Theobromine (mg),0.0123
Red cell distribution width (%),Theobromine (mg),0.0314
Monocyte percent (%),Theobromine (mg),0.0388
Alanine aminotransferase ALT (U/L),Theobromine (mg),-0.0084
Red blood cell count (million cells/uL),Theobromine (mg),0.0191
Lymphocyte number,Theobromine (mg),-0.0152
Vitamin B12 (mcg),Theobromine (mg),0.0671
Vitamin C (mg),Theobromine (mg),0.0819
Lymphocyte percent (%),Theobromine (mg),0.0589
Riboflavin (Vitamin B2) (mg),Theobromine (mg),0.1287
Vitamin K (mcg),Theobromine (mg),0.1129
Cholesterol (mmol/L),Theobromine (mg),0.0312
Mean cell volume (fL),Theobromine (mg),-0.0157
"Glucose, serum (mmol/L)",Theobromine (mg),0.0486
"Iron, refigerated (umol/L)",Theobromine (mg),-0.0735
Chloride (mmol/L),Theobromine (mg),-0.0354
Mean cell hemoglobin (pg),Theobromine (mg),-0.0309
Hemoglobin (g/dL),Theobromine (mg),9e-04
Uric acid (umol/L),Theobromine (mg),8e-04
Cotinine (ng/mL),Theobromine (mg),-0.0806
"Vitamin A, RAE (mcg)",Theobromine (mg),0.0863
Albumin (g/L),Theobromine (mg),0.0089
Lactate dehydrogenase LDH (U/L),Theobromine (mg),0.0015
Sodium (mmol/L),Theobromine (mg),0.0072
Platelet count SI (1000 cells/uL),Theobromine (mg),0.0108
Triglycerides (mmol/L),Theobromine (mg),-0.0732
Vitamin B6 (mg),Theobromine (mg),0.0796
Total protein (g/L),Theobromine (mg),-0.0131
"Bilirubin, total (umol/L)",Theobromine (mg),0.0212
Segmented neutrophils percent (%),Theobromine (mg),-0.0516
Eosinophils number,Theobromine (mg),-0.016
Aspartate aminotransferase AST (U/L),Theobromine (mg),7e-04
White blood cell count (1000 cells/uL),Theobromine (mg),-0.0717
Phosphorus (mmol/L),Theobromine (mg),-0.0379
"Glucose, serum (mmol/L)","Vitamin A, RAE (mcg)",-0.0024
Alkaline phosphotase (U/L),"Vitamin A, RAE (mcg)",0.0257
Alanine aminotransferase ALT (U/L),"Vitamin A, RAE (mcg)",0.0115
"Iron, refigerated (umol/L)","Vitamin A, RAE (mcg)",0.0038
Uric acid (umol/L),"Vitamin A, RAE (mcg)",-0.0536
Mean platelet volume (fL),"Vitamin A, RAE (mcg)",-0.0363
Hematocrit (%),"Vitamin A, RAE (mcg)",0.0315
"Albumin, urine (mg/L) SI","Vitamin A, RAE (mcg)",-0.0567
Eosinophils number,"Vitamin A, RAE (mcg)",0.0167
Monocyte number,"Vitamin A, RAE (mcg)",0.0212
Globulin (g/L),"Vitamin A, RAE (mcg)",-0.0538
Riboflavin (Vitamin B2) (mg),"Vitamin A, RAE (mcg)",0.6114
Lactate dehydrogenase LDH (U/L),"Vitamin A, RAE (mcg)",0.0225
Vitamin K (mcg),"Vitamin A, RAE (mcg)",0.5674
Gamma glutamyl transferase (U/L),"Vitamin A, RAE (mcg)",-0.0433
Blood urea nitrogen (mmol/L),"Vitamin A, RAE (mcg)",0.1149
Eosinophils percent (%),"Vitamin A, RAE (mcg)",0.037
Vitamin B6 (mg),"Vitamin A, RAE (mcg)",0.5095
Sodium (mmol/L),"Vitamin A, RAE (mcg)",0.0072
Cotinine (ng/mL),"Vitamin A, RAE (mcg)",-0.1455
Red cell distribution width (%),"Vitamin A, RAE (mcg)",-0.0533
Osmolality (mmol/Kg),"Vitamin A, RAE (mcg)",0.0443
Thiamin (Vitamin B1) (mg),"Vitamin A, RAE (mcg)",0.5301
Hemoglobin (g/dL),"Vitamin A, RAE (mcg)",0.0329
Potassium (mmol/L),"Vitamin A, RAE (mcg)",0.0303
Glycohemoglobin (%),"Vitamin A, RAE (mcg)",-0.0643
Albumin (g/L),"Vitamin A, RAE (mcg)",0.0734
Red blood cell count (million cells/uL),"Vitamin A, RAE (mcg)",0.0166
Bicarbonate (mmol/L),"Vitamin A, RAE (mcg)",-0.0045
Segmented neutrophils number,"Vitamin A, RAE (mcg)",0.019
Lymphocyte number,"Vitamin A, RAE (mcg)",-0.009
Monocyte percent (%),"Vitamin A, RAE (mcg)",0.0175
Lymphocyte percent (%),"Vitamin A, RAE (mcg)",-0.02
"Bilirubin, total (umol/L)","Vitamin A, RAE (mcg)",0.0144
Phosphorus (mmol/L),"Vitamin A, RAE (mcg)",0.0644
Triglycerides (mmol/L),"Vitamin A, RAE (mcg)",-0.0312
Vitamin C (mg),"Vitamin A, RAE (mcg)",0.3548
Cholesterol (mmol/L),"Vitamin A, RAE (mcg)",-0.022
Zinc (mg),"Vitamin A, RAE (mcg)",0.5166
Segmented neutrophils percent (%),"Vitamin A, RAE (mcg)",0.0279
Creatinine (umol/L),"Vitamin A, RAE (mcg)",-0.0195
White blood cell count (1000 cells/uL),"Vitamin A, RAE (mcg)",0.0102
Chloride (mmol/L),"Vitamin A, RAE (mcg)",-0.0113
Vitamin B12 (mcg),"Vitamin A, RAE (mcg)",0.4926
Basophils number,"Vitamin A, RAE (mcg)",0.0194
Basophils percent (%),"Vitamin A, RAE (mcg)",0.0234
Platelet count SI (1000 cells/uL),"Vitamin A, RAE (mcg)",-0.0121
Mean cell hemoglobin (pg),"Vitamin A, RAE (mcg)",0.0253
Total calcium (mmol/L),"Vitamin A, RAE (mcg)",0.0653
Total protein (g/L),"Vitamin A, RAE (mcg)",0.0096
Aspartate aminotransferase AST (U/L),"Vitamin A, RAE (mcg)",0.0851
Mean cell volume (fL),"Vitamin A, RAE (mcg)",0.0249
Zinc (mg),Thiamin (Vitamin B1) (mg),0.7494
"Albumin, urine (mg/L) SI",Thiamin (Vitamin B1) (mg),-0.0571
Globulin (g/L),Thiamin (Vitamin B1) (mg),-0.0938
Lymphocyte percent (%),Thiamin (Vitamin B1) (mg),-0.0704
Basophils number,Thiamin (Vitamin B1) (mg),-0.0032
Bicarbonate (mmol/L),Thiamin (Vitamin B1) (mg),0.0341
Monocyte number,Thiamin (Vitamin B1) (mg),0.0523
Uric acid (umol/L),Thiamin (Vitamin B1) (mg),0.041
Blood urea nitrogen (mmol/L),Thiamin (Vitamin B1) (mg),0.1664
White blood cell count (1000 cells/uL),Thiamin (Vitamin B1) (mg),0.0245
Riboflavin (Vitamin B2) (mg),Thiamin (Vitamin B1) (mg),0.8634
Alanine aminotransferase ALT (U/L),Thiamin (Vitamin B1) (mg),0.1092
Mean cell hemoglobin (pg),Thiamin (Vitamin B1) (mg),0.1239
Segmented neutrophils percent (%),Thiamin (Vitamin B1) (mg),0.0592
Cotinine (ng/mL),Thiamin (Vitamin B1) (mg),-0.1167
Potassium (mmol/L),Thiamin (Vitamin B1) (mg),0.0579
Lactate dehydrogenase LDH (U/L),Thiamin (Vitamin B1) (mg),-0.0153
Hemoglobin (g/dL),Thiamin (Vitamin B1) (mg),0.1795
"Bilirubin, total (umol/L)",Thiamin (Vitamin B1) (mg),0.094
Basophils percent (%),Thiamin (Vitamin B1) (mg),-0.0211
Creatinine (umol/L),Thiamin (Vitamin B1) (mg),0.1351
Total calcium (mmol/L),Thiamin (Vitamin B1) (mg),0.0536
Eosinophils number,Thiamin (Vitamin B1) (mg),0.0312
Chloride (mmol/L),Thiamin (Vitamin B1) (mg),-0.0404
Red cell distribution width (%),Thiamin (Vitamin B1) (mg),-0.0941
Mean cell volume (fL),Thiamin (Vitamin B1) (mg),0.1364
Platelet count SI (1000 cells/uL),Thiamin (Vitamin B1) (mg),-0.1092
Cholesterol (mmol/L),Thiamin (Vitamin B1) (mg),-0.061
Phosphorus (mmol/L),Thiamin (Vitamin B1) (mg),0.0229
Triglycerides (mmol/L),Thiamin (Vitamin B1) (mg),0.0265
Segmented neutrophils number,Thiamin (Vitamin B1) (mg),0.0423
"Iron, refigerated (umol/L)",Thiamin (Vitamin B1) (mg),0.0787
Osmolality (mmol/Kg),Thiamin (Vitamin B1) (mg),0.0897
Vitamin B12 (mcg),Thiamin (Vitamin B1) (mg),0.522
Lymphocyte number,Thiamin (Vitamin B1) (mg),-0.0423
"Glucose, serum (mmol/L)",Thiamin (Vitamin B1) (mg),0.0128
Aspartate aminotransferase AST (U/L),Thiamin (Vitamin B1) (mg),0.1146
Alkaline phosphotase (U/L),Thiamin (Vitamin B1) (mg),0.0164
Vitamin C (mg),Thiamin (Vitamin B1) (mg),0.399
Albumin (g/L),Thiamin (Vitamin B1) (mg),0.1673
Sodium (mmol/L),Thiamin (Vitamin B1) (mg),0.0357
Glycohemoglobin (%),Thiamin (Vitamin B1) (mg),-0.0864
Mean platelet volume (fL),Thiamin (Vitamin B1) (mg),0.0119
Total protein (g/L),Thiamin (Vitamin B1) (mg),0.0464
Gamma glutamyl transferase (U/L),Thiamin (Vitamin B1) (mg),0.0686
Red blood cell count (million cells/uL),Thiamin (Vitamin B1) (mg),0.1002
Vitamin K (mcg),Thiamin (Vitamin B1) (mg),0.4518
Eosinophils percent (%),Thiamin (Vitamin B1) (mg),0.0584
Vitamin B6 (mg),Thiamin (Vitamin B1) (mg),0.7701
Monocyte percent (%),Thiamin (Vitamin B1) (mg),0.0295
Hematocrit (%),Thiamin (Vitamin B1) (mg),0.1757
Sodium (mmol/L),Vitamin B12 (mcg),0.0298
Riboflavin (Vitamin B2) (mg),Vitamin B12 (mcg),0.6504
Alanine aminotransferase ALT (U/L),Vitamin B12 (mcg),0.1143
Eosinophils number,Vitamin B12 (mcg),0.0266
Cholesterol (mmol/L),Vitamin B12 (mcg),-0.0815
Alkaline phosphotase (U/L),Vitamin B12 (mcg),0.0605
Aspartate aminotransferase AST (U/L),Vitamin B12 (mcg),0.1042
Phosphorus (mmol/L),Vitamin B12 (mcg),0.0314
Red cell distribution width (%),Vitamin B12 (mcg),-0.0642
Basophils percent (%),Vitamin B12 (mcg),0.0176
Cotinine (ng/mL),Vitamin B12 (mcg),-0.1194
Hematocrit (%),Vitamin B12 (mcg),0.1375
Hemoglobin (g/dL),Vitamin B12 (mcg),0.1414
Vitamin K (mcg),Vitamin B12 (mcg),0.2873
Globulin (g/L),Vitamin B12 (mcg),-0.0856
Monocyte number,Vitamin B12 (mcg),0.0446
Mean cell hemoglobin (pg),Vitamin B12 (mcg),0.0786
Potassium (mmol/L),Vitamin B12 (mcg),0.0908
Total protein (g/L),Vitamin B12 (mcg),0.0036
Triglycerides (mmol/L),Vitamin B12 (mcg),-0.0315
"Albumin, urine (mg/L) SI",Vitamin B12 (mcg),-0.03
Albumin (g/L),Vitamin B12 (mcg),0.1061
Creatinine (umol/L),Vitamin B12 (mcg),0.0579
Bicarbonate (mmol/L),Vitamin B12 (mcg),-0.0168
Uric acid (umol/L),Vitamin B12 (mcg),0.0561
Vitamin C (mg),Vitamin B12 (mcg),0.1898
Red blood cell count (million cells/uL),Vitamin B12 (mcg),0.0915
"Iron, refigerated (umol/L)",Vitamin B12 (mcg),0.0388
Segmented neutrophils number,Vitamin B12 (mcg),0.0018
"Glucose, serum (mmol/L)",Vitamin B12 (mcg),0.0319
Basophils number,Vitamin B12 (mcg),0.0115
Gamma glutamyl transferase (U/L),Vitamin B12 (mcg),0.0068
Chloride (mmol/L),Vitamin B12 (mcg),0.021
Zinc (mg),Vitamin B12 (mcg),0.6922
Mean platelet volume (fL),Vitamin B12 (mcg),-0.0276
Lymphocyte percent (%),Vitamin B12 (mcg),-0.0375
Eosinophils percent (%),Vitamin B12 (mcg),0.0177
Total calcium (mmol/L),Vitamin B12 (mcg),0.0625
Glycohemoglobin (%),Vitamin B12 (mcg),-0.0715
White blood cell count (1000 cells/uL),Vitamin B12 (mcg),-0.0143
Vitamin B6 (mg),Vitamin B12 (mcg),0.5874
Mean cell volume (fL),Vitamin B12 (mcg),0.0849
Lymphocyte number,Vitamin B12 (mcg),-0.0489
"Bilirubin, total (umol/L)",Vitamin B12 (mcg),0.0606
Platelet count SI (1000 cells/uL),Vitamin B12 (mcg),-0.0779
Osmolality (mmol/Kg),Vitamin B12 (mcg),0.0834
Segmented neutrophils percent (%),Vitamin B12 (mcg),0.0289
Blood urea nitrogen (mmol/L),Vitamin B12 (mcg),0.1591
Monocyte percent (%),Vitamin B12 (mcg),0.0686
Lactate dehydrogenase LDH (U/L),Vitamin B12 (mcg),0.0258
Zinc (mg),Riboflavin (Vitamin B2) (mg),0.8006
Platelet count SI (1000 cells/uL),Riboflavin (Vitamin B2) (mg),-0.1117
Cholesterol (mmol/L),Riboflavin (Vitamin B2) (mg),-0.0887
"Iron, refigerated (umol/L)",Riboflavin (Vitamin B2) (mg),0.0525
Cotinine (ng/mL),Riboflavin (Vitamin B2) (mg),-0.1053
Basophils percent (%),Riboflavin (Vitamin B2) (mg),0.0183
Segmented neutrophils number,Riboflavin (Vitamin B2) (mg),0.0279
Uric acid (umol/L),Riboflavin (Vitamin B2) (mg),0.0204
Gamma glutamyl transferase (U/L),Riboflavin (Vitamin B2) (mg),0.0274
White blood cell count (1000 cells/uL),Riboflavin (Vitamin B2) (mg),-1e-04
Lymphocyte percent (%),Riboflavin (Vitamin B2) (mg),-0.0756
Bicarbonate (mmol/L),Riboflavin (Vitamin B2) (mg),0.0209
Red blood cell count (million cells/uL),Riboflavin (Vitamin B2) (mg),0.1054
Phosphorus (mmol/L),Riboflavin (Vitamin B2) (mg),0.0433
Red cell distribution width (%),Riboflavin (Vitamin B2) (mg),-0.0772
Vitamin B6 (mg),Riboflavin (Vitamin B2) (mg),0.7919
Hematocrit (%),Riboflavin (Vitamin B2) (mg),0.1755
Sodium (mmol/L),Riboflavin (Vitamin B2) (mg),0.0423
Mean cell hemoglobin (pg),Riboflavin (Vitamin B2) (mg),0.1109
Glycohemoglobin (%),Riboflavin (Vitamin B2) (mg),-0.106
Aspartate aminotransferase AST (U/L),Riboflavin (Vitamin B2) (mg),0.129
Albumin (g/L),Riboflavin (Vitamin B2) (mg),0.1662
Total calcium (mmol/L),Riboflavin (Vitamin B2) (mg),0.078
Blood urea nitrogen (mmol/L),Riboflavin (Vitamin B2) (mg),0.2074
Lactate dehydrogenase LDH (U/L),Riboflavin (Vitamin B2) (mg),0.0078
Total protein (g/L),Riboflavin (Vitamin B2) (mg),0.0273
Mean cell volume (fL),Riboflavin (Vitamin B2) (mg),0.1282
Monocyte number,Riboflavin (Vitamin B2) (mg),0.0606
Lymphocyte number,Riboflavin (Vitamin B2) (mg),-0.0707
Potassium (mmol/L),Riboflavin (Vitamin B2) (mg),0.0792
Chloride (mmol/L),Riboflavin (Vitamin B2) (mg),-0.0283
Hemoglobin (g/dL),Riboflavin (Vitamin B2) (mg),0.1761
Globulin (g/L),Riboflavin (Vitamin B2) (mg),-0.1119
Alkaline phosphotase (U/L),Riboflavin (Vitamin B2) (mg),0.0435
"Glucose, serum (mmol/L)",Riboflavin (Vitamin B2) (mg),-0.0062
Eosinophils number,Riboflavin (Vitamin B2) (mg),0.0308
Mean platelet volume (fL),Riboflavin (Vitamin B2) (mg),-0.0173
"Bilirubin, total (umol/L)",Riboflavin (Vitamin B2) (mg),0.1108
Monocyte percent (%),Riboflavin (Vitamin B2) (mg),0.069
Creatinine (umol/L),Riboflavin (Vitamin B2) (mg),0.1203
Segmented neutrophils percent (%),Riboflavin (Vitamin B2) (mg),0.065
Vitamin K (mcg),Riboflavin (Vitamin B2) (mg),0.408
Eosinophils percent (%),Riboflavin (Vitamin B2) (mg),0.0516
Triglycerides (mmol/L),Riboflavin (Vitamin B2) (mg),-0.0439
Basophils number,Riboflavin (Vitamin B2) (mg),-0.0087
Vitamin C (mg),Riboflavin (Vitamin B2) (mg),0.3156
Osmolality (mmol/Kg),Riboflavin (Vitamin B2) (mg),0.1066
Alanine aminotransferase ALT (U/L),Riboflavin (Vitamin B2) (mg),0.0984
"Albumin, urine (mg/L) SI",Riboflavin (Vitamin B2) (mg),-0.0514
Phosphorus (mmol/L),Vitamin B6 (mg),0.0145
Albumin (g/L),Vitamin B6 (mg),0.1679
Lactate dehydrogenase LDH (U/L),Vitamin B6 (mg),0.0081
Segmented neutrophils percent (%),Vitamin B6 (mg),0.0645
Potassium (mmol/L),Vitamin B6 (mg),0.0939
Hematocrit (%),Vitamin B6 (mg),0.1923
Eosinophils number,Vitamin B6 (mg),0.0733
Osmolality (mmol/Kg),Vitamin B6 (mg),0.1134
Alkaline phosphotase (U/L),Vitamin B6 (mg),0.0169
Zinc (mg),Vitamin B6 (mg),0.796
Aspartate aminotransferase AST (U/L),Vitamin B6 (mg),0.1319
Monocyte percent (%),Vitamin B6 (mg),0.037
Mean platelet volume (fL),Vitamin B6 (mg),0.0192
Basophils percent (%),Vitamin B6 (mg),0.0011
Basophils number,Vitamin B6 (mg),0.0151
"Iron, refigerated (umol/L)",Vitamin B6 (mg),0.0473
Vitamin C (mg),Vitamin B6 (mg),0.383
Uric acid (umol/L),Vitamin B6 (mg),0.0597
Globulin (g/L),Vitamin B6 (mg),-0.0877
"Bilirubin, total (umol/L)",Vitamin B6 (mg),0.1105
Platelet count SI (1000 cells/uL),Vitamin B6 (mg),-0.0988
Segmented neutrophils number,Vitamin B6 (mg),0.0569
"Albumin, urine (mg/L) SI",Vitamin B6 (mg),-0.0831
"Glucose, serum (mmol/L)",Vitamin B6 (mg),7e-04
Lymphocyte percent (%),Vitamin B6 (mg),-0.0805
Lymphocyte number,Vitamin B6 (mg),-0.0324
Mean cell hemoglobin (pg),Vitamin B6 (mg),0.0587
Chloride (mmol/L),Vitamin B6 (mg),-0.0637
Hemoglobin (g/dL),Vitamin B6 (mg),0.1856
Bicarbonate (mmol/L),Vitamin B6 (mg),0.0656
Sodium (mmol/L),Vitamin B6 (mg),0.0726
Triglycerides (mmol/L),Vitamin B6 (mg),-0.0257
Cotinine (ng/mL),Vitamin B6 (mg),-0.1216
Red blood cell count (million cells/uL),Vitamin B6 (mg),0.1504
White blood cell count (1000 cells/uL),Vitamin B6 (mg),0.0422
Glycohemoglobin (%),Vitamin B6 (mg),-0.0546
Mean cell volume (fL),Vitamin B6 (mg),0.0791
Eosinophils percent (%),Vitamin B6 (mg),0.0529
Vitamin K (mcg),Vitamin B6 (mg),0.4153
Blood urea nitrogen (mmol/L),Vitamin B6 (mg),0.1498
Total protein (g/L),Vitamin B6 (mg),0.0532
Alanine aminotransferase ALT (U/L),Vitamin B6 (mg),0.1173
Cholesterol (mmol/L),Vitamin B6 (mg),-0.0728
Red cell distribution width (%),Vitamin B6 (mg),-0.0603
Creatinine (umol/L),Vitamin B6 (mg),0.1313
Gamma glutamyl transferase (U/L),Vitamin B6 (mg),0.0581
Total calcium (mmol/L),Vitamin B6 (mg),0.0608
Monocyte number,Vitamin B6 (mg),0.0761
Red cell distribution width (%),Vitamin C (mg),-0.0218
Cotinine (ng/mL),Vitamin C (mg),-0.1106
Aspartate aminotransferase AST (U/L),Vitamin C (mg),0.0409
"Iron, refigerated (umol/L)",Vitamin C (mg),0.0146
Alkaline phosphotase (U/L),Vitamin C (mg),-0.0108
Mean platelet volume (fL),Vitamin C (mg),-0.0388
White blood cell count (1000 cells/uL),Vitamin C (mg),-0.0159
Lactate dehydrogenase LDH (U/L),Vitamin C (mg),1e-04
"Albumin, urine (mg/L) SI",Vitamin C (mg),-0.0237
Zinc (mg),Vitamin C (mg),0.3056
Eosinophils percent (%),Vitamin C (mg),0.0327
Potassium (mmol/L),Vitamin C (mg),0.0103
Basophils percent (%),Vitamin C (mg),-0.0434
Gamma glutamyl transferase (U/L),Vitamin C (mg),-0.0039
Monocyte percent (%),Vitamin C (mg),-0.0355
Blood urea nitrogen (mmol/L),Vitamin C (mg),-0.0235
Cholesterol (mmol/L),Vitamin C (mg),-0.0078
Total protein (g/L),Vitamin C (mg),0.0595
Glycohemoglobin (%),Vitamin C (mg),-0.031
Uric acid (umol/L),Vitamin C (mg),-0.058
Chloride (mmol/L),Vitamin C (mg),-0.0385
Hematocrit (%),Vitamin C (mg),-0.0246
Segmented neutrophils number,Vitamin C (mg),0
Albumin (g/L),Vitamin C (mg),0.026
Monocyte number,Vitamin C (mg),-0.04
Triglycerides (mmol/L),Vitamin C (mg),-0.0145
Globulin (g/L),Vitamin C (mg),0.0495
Red blood cell count (million cells/uL),Vitamin C (mg),-0.0602
Segmented neutrophils percent (%),Vitamin C (mg),0.0266
Hemoglobin (g/dL),Vitamin C (mg),-0.029
Creatinine (umol/L),Vitamin C (mg),-0.0214
"Glucose, serum (mmol/L)",Vitamin C (mg),-0.0222
Platelet count SI (1000 cells/uL),Vitamin C (mg),-0.0319
Mean cell volume (fL),Vitamin C (mg),0.0622
Osmolality (mmol/Kg),Vitamin C (mg),-0.0072
Mean cell hemoglobin (pg),Vitamin C (mg),0.0437
Phosphorus (mmol/L),Vitamin C (mg),-0.0049
Vitamin K (mcg),Vitamin C (mg),0.4284
Bicarbonate (mmol/L),Vitamin C (mg),0.0041
Lymphocyte number,Vitamin C (mg),-0.0436
Basophils number,Vitamin C (mg),-0.0356
Total calcium (mmol/L),Vitamin C (mg),0.0251
Alanine aminotransferase ALT (U/L),Vitamin C (mg),-0.0083
Lymphocyte percent (%),Vitamin C (mg),-0.0279
"Bilirubin, total (umol/L)",Vitamin C (mg),0.0275
Sodium (mmol/L),Vitamin C (mg),0.0112
Eosinophils number,Vitamin C (mg),-0.0052
White blood cell count (1000 cells/uL),Vitamin K (mcg),0.0323
Eosinophils number,Vitamin K (mcg),0.0095
Osmolality (mmol/Kg),Vitamin K (mcg),0.0458
Monocyte percent (%),Vitamin K (mcg),0.0177
Lactate dehydrogenase LDH (U/L),Vitamin K (mcg),-0.0265
Zinc (mg),Vitamin K (mcg),0.4795
Phosphorus (mmol/L),Vitamin K (mcg),0.0154
Basophils percent (%),Vitamin K (mcg),-0.0316
Eosinophils percent (%),Vitamin K (mcg),0.0368
Aspartate aminotransferase AST (U/L),Vitamin K (mcg),0.0399
Platelet count SI (1000 cells/uL),Vitamin K (mcg),-0.0705
Bicarbonate (mmol/L),Vitamin K (mcg),-0.0026
Uric acid (umol/L),Vitamin K (mcg),-0.0501
"Iron, refigerated (umol/L)",Vitamin K (mcg),-0.0553
